12476;2 valve fail safe state
12477;3 valve fail safe state
12478;4 valve fail safe state
12479;5 valve fail safe state
12480;6 valve fail safe state
12481;7 valve fail safe state
12482;8 valve fail safe state
12483;9 valve fail safe state
12484;10 valve fail safe state
12485;11 valve fail safe state
12486;12 valve fail safe state
12487;13 valve fail safe state
12488;14 valve fail safe state
12489;15 valve fail safe state
12490;0 valve state
12491;1 valve state
12492;2 valve state
12493;3 valve state
12494;4 valve state
12495;5 valve state
12496;6 valve state
12497;7 valve state
12498;8 valve state
12499;9 valve state
12500;10 valve state
12501;11 valve state
12502;12 valve state
12503;13 valve state
12504;14 valve state
12505;15 valve state
12506;Extend Port Measured Flow 0
12507;Extend Port Measured Flow 1
12508;Extend Port Measured Flow 2
12509;Extend Port Measured Flow 3
12510;Extend Port Measured Flow 4
12511;Extend Port Measured Flow 5
12512;Extend Port Measured Flow 6
12513;Extend Port Measured Flow 7
12514;Extend Port Measured Flow 8
12515;Extend Port Measured Flow 9
12516;Extend Port Measured Flow 10
12517;Extend Port Measured Flow 11
12518;Extend Port Measured Flow 12
12519;Extend Port Measured Flow 13
12520;Extend Port Measured Flow 14
12521;Retract Port Measured Flow 15
12522;Retract Port Measured Flow 0
12523;Retract Port Measured Flow 1
12524;Retract Port Measured Flow 2
12525;Retract Port Measured Flow 3
12526;Retract Port Measured Flow 4
12527;Retract Port Measured Flow 5
12528;Retract Port Measured Flow 6
12529;Retract Port Measured Flow 7
12530;Retract Port Measured Flow 8
12531;Retract Port Measured Flow 9
12532;Retract Port Measured Flow 10
12533;Retract Port Measured Flow 11
12534;Retract Port Measured Flow 12
12535;Retract Port Measured Flow 13
12536;Retract Port Measured Flow 14
12537;Retract Port Measured Flow 15
12538;Extend Port Pressure 0
12539;Extend Port Pressure 1
12540;Extend Port Pressure 2
12541;Extend Port Pressure 3
12542;Extend Port Pressure 4
12543;Extend Port Pressure 5
12544;Extend Port Pressure 6
12545;Extend Port Pressure 7
12546;Extend Port Pressure 8
12547;Extend Port Pressure 9
12548;Extend Port Pressure 10
12549;Extend Port Pressure 11
12550;Extend Port Pressure 12
12551;Extend Port Pressure 13
12552;Extend Port Pressure 14
12553;Extend Port Pressure 15
12554;Retract Port Pressure 0
12555;Retract Port Pressure 1
12556;Retract Port Pressure 2
12557;Retract Port Pressure 3
12558;Retract Port Pressure 4
12559;Retract Port Pressure 5
12560;Retract Port Pressure 6
12561;Retract Port Pressure 7
12562;Retract Port Pressure 8
12563;Retract Port Pressure 9
12564;Retract Port Pressure 10
12565;Retract Port Pressure 11
12566;Retract Port Pressure 12
12567;Retract Port Pressure 13
12568;Retract Port Pressure 14
12569;Retract Port Pressure 15
12570;Return Port Pressure 0
12571;Return Port Pressure 1
12572;Return Port Pressure 2
12573;Return Port Pressure 3
12574;Return Port Pressure 4
12575;Return Port Pressure 5
12576;Return Port Pressure 6
12577;Return Port Pressure 7
12578;Return Port Pressure 8
12579;Return Port Pressure 9
12580;Return Port Pressure 10
12581;Return Port Pressure 11
12582;Return Port Pressure 12
12583;Return Port Pressure 13
12584;Return Port Pressure 14
12585;Return Port Pressure 15
12586;valve port flow 0
12587;valve port flow 1
12588;valve port flow 2
12589;valve port flow 3
12590;valve port flow 4
12591;valve port flow 5
12592;valve port flow 6
12593;valve port flow 7
12594;valve port flow 8
12595;valve port flow 9
12596;valve port flow 10
12597;valve port flow 11
12598;valve port flow 12
12599;valve port flow 13
12600;valve port flow 14
12601;valve port flow 15
12602;valve safe mode command 0
12603;valve safe mode command 1
12604;valve safe mode command 2
12605;valve safe mode command 3
12606;valve safe mode command 4
12607;valve safe mode command 5
12608;valve safe mode command 6
12609;valve safe mode command 7
12610;valve safe mode command 8
12611;valve safe mode command 9
12612;valve safe mode command 10
12613;valve safe mode command 11
12614;valve safe mode command 12
12615;valve safe mode command 13
12616;valve safe mode command 14
12617;valve safe mode command 15
12618;valve state command 0
12619;valve state command 1
12620;valve state command 2
12621;valve state command 3
12622;valve state command 4
12623;valve state command 5
12624;valve state command 6
12625;valve state command 7
12626;valve state command 8
12627;valve state command 9
12628;valve state command 10
12629;valve state command 11
12630;valve state command 12
12631;valve state command 13
12632;valve state command 14
12633;valve state command 15
12634;Tractor high-beam head lights
12635;Tractor low-beam head lights
12636;Tractor alternate head lights
12637;Daytime running lights
12638;Left-turn signal lights
12639;Right-turn signal lights
12640;Beacon lights
12641;Front fog lights
12642;Left stop lights
12643;Right stop lights
12644;Centre stop lights
12645;Back up light and alarm horn
12646;Tractor marker lights
12647;Implement marker lights
12648;Tractor clearance lights
12649;Implement clearance lights
12650;Rear high mounted work lights
12651;Rear low mounted work lights
12652;Underside work lights
12653;Rear fog lights
12654;Front high-mounted work lights
12655;Front low-mounted work light
12656;Side high-mounted work lights
12657;Side low mounted work lights
12658;Implement left forward work lights
12659;Implement right forward work lights
12660;Implement OEM option 1 light
12661;Implement OEM option 2 light
12662;Implement rear work lights
12663;Implement left work lights
12664;Implement right work lights
12665;Lighting data message request
12666;Tractor high-beam head lights
12667;Tractor low-beam head lights
12668;Tractor alternate head lights
12669;Daytime running lights
12670;Left-turn signal lights
12671;Right-turn signal lights
12672;Beacon lights
12673;Front fog lights
12674;Left stop lights
12675;Right stop lights
12676;Centre stop lights
12677;Back up light and alarm horn
12678;Tractor marker lights
12679;Implement marker lights
12680;Tractor clearance lights
12681;Implement clearance lights
12682;Rear high mounted work lights
12683;Rear low mounted work lights
12684;Underside work lights
12685;Rear fog lights
12686;Front high-mounted work lights
12687;Front low-mounted work light
12688;Side high-mounted work lights
12689;Side low mounted work lights
12690;Implement left forward work lights
12691;Implement right forward work lights
12692;Implement OEM option 1 light
12693;Implement OEM option 2 light
12694;Implement rear work lights
12695;Implement left work lights
12696;Implement right work lights
12697;Background illumination level
701;BLE Temperature 1
702;BLE Temperature 2
703;BLE Temperature 3
704;BLE Temperature 4
705;BLE Battery 1
706;BLE Battery 2
707;BLE Battery 3
708;BLE Battery 4
709;BLE Humidity 1
710;BLE Humidity 2
711;BLE Humidity 3
712;BLE Humidity 4
713;BLE Sensor Custom 1
714;BLE Sensor Custom 2
715;BLE Sensor Custom 3
716;BLE Sensor Custom 4
717;BLE Illum1
718;BLE Illum2
719;BLE Illum3
720;BLE Illum4
721;BLE LLS Fuel 1
722;BLE LLS Fuel 2
723;BLE LLS Fuel 3
724;BLE LLS Fuel 4
725;BLE Freq 1
726;BLE Freq 2
727;BLE Freq 3
728;BLE Freq 4
729;BLE Sensor Custom 12
730;BLE Sensor Custom 13
731;BLE Sensor Custom 14
732;BLE Sensor Custom 15
733;BLE Sensor Custom 22
734;BLE Sensor Custom 23
735;BLE Sensor Custom 24
736;BLE Sensor Custom 25
737;BLE Sensor Custom 32
738;BLE Sensor Custom 33
739;BLE Sensor Custom 34
740;BLE Sensor Custom 35
741;BLE Sensor Custom 42
742;BLE Sensor Custom 43
743;BLE Sensor Custom 44
744;BLE Sensor Custom 45
10500;BLE Advertisement data
548;Advanced BLE Advertisement data
10879;High voltage battery voltage
10880;High voltage battery current
10881;Internal Charger Status
10882;Generic state of charge
10883;Ignition
10884;External Energy Source Connection Status
10885;Seatbelt switch
10886;EVSE1 AC RMS Current
10887;EVSE1 AC RMS Voltage
10888;DC Charging State
10889;High Voltage Battery Highest Cell Temperature
10890;High Voltage Battery Lowest Cell Temperature
10891;Propulsion Motor Coolant Fan 1 Control Temperature
10892;Air Conditioner Compressor Status
10893;High Voltage Battery Temperature
10894;HVESS Thermal Management System Heater Status
10895;Fuel Supply Estimated Remaining Distance
10896;Trailer Weight
10897;Cargo Weight
10898;Powered Vehicle Weight
10899;Gross Combination Vehicle Weight
10901;Highest cell voltage
10902;Lowest cell voltage
10903;HVESS Nominal Rated Capacity
10904;HVESS State of Health
