53;Ambient Air Temperature
54;Time Run With MIL On
55;Time Since Codes Cleared
56;Absolute Fuel Rail Pressure
57;Hybrid battery pack life
58;Engine Oil Temperature
59;Fuel injection timing
543;Hybrid System Voltage
544;Hybrid System Current
281;Fault Codes
60;Fuel Rate
385;Beacon
25;BLE Temperature #1
26;BLE Temperature #2
27;BLE Temperature #3
28;BLE Temperature #4
29;BLE Battery #1
20;BLE Battery #2
22;BLE Battery #3
23;BLE Battery #4
86;BLE Humidity #1
104;BLE Humidity #2
106;BLE Humidity #3
108;BLE Humidity #4
270;BLE Fuel Level #1
273;BLE Fuel Level #2
276;BLE Fuel Level #3
279;BLE Fuel Level #4
306;BLE Fuel Frequency #1
307;BLE Fuel Frequency #2
308;BLE Fuel Frequency #3
309;BLE Fuel Frequency #4
335;BLE Luminosity #1
336;BLE Luminosity #2
337;BLE Luminosity #3
338;BLE Luminosity #4
331;BLE 1 Custom #1
463;BLE 1 Custom #2
464;BLE 1 Custom #3
465;BLE 1 Custom #4
466;BLE 1 Custom #5
332;BLE 2 Custom #1
467;BLE 2 Custom #2
468;BLE 2 Custom #3
469;BLE 2 Custom #4
470;BLE 2 Custom #5
333;BLE 3 Custom #1
471;BLE 3 Custom #2
472;BLE 3 Custom #3
473;BLE 3 Custom #4
474;BLE 3 Custom #5
334;BLE 4 Custom #1
475;BLE 4 Custom #2
476;BLE 4 Custom #3
477;BLE 4 Custom #4
478;BLE 4 Custom #5
115;Engine Coolant Temperature
85;Engine Speed
81;Vehicle Speed
82;Throttle position
89;Fuel Level
87;Total Mileage
84;Fuel Level
400;Distance till next servicing
866;Remaining distance
940;Seat Belt Status Front Left
941;Seat Belt Status Front Right
942;Seat Belt Status Rear Left
943;Seat Belt Status Rear Right
654;Door Status Front Left
655;Door Status Front Right
656;Door Status Rear Left
657;Door Status Rear Right
913;Bonnet status
658;Trunk status
152;HVBattery charge level
937;Cruise Control Active
910;Brake switch
928;Lamp Side
929;Lamp Dimmed
930;Lamp Reflector
932;Lamp Fog Front
931;Lamp Fog Rear
653;Parking Brake State
911;Clutch switch
168;Battery Voltage
662;Central Lock
944;Seat Belt Status Rear Center
1112;EV HV Battery Voltage
1113;EV HV Battery Current
1157;EV HV Battery Power
105;Total Mileage Counted
107;Fuel Consumed Counted
1156;HV Battery Recuperated Energy
1155;HV Battery Consumed Energy
83;Fuel Consumption
1413;Turn signal left
1414;Turn signal right
325;VIN
1418;Electric motor temperature
1415;Charge port flap
914;BAT Battery Charge Cable Plugged in
915;HVBattery charge state
660;Automatic Transmission Lever State P
661;Automatic Transmission Lever State R
659;Automatic Transmission Lever State N
927;Automatic Transmission Lever State D
1158;Engine Oil Pressure
1159;Engine Oil Level
1137;Steering Wheel Angle
1358;Steering Wheel Direction Left
1359;Steering Wheel Direction Right
1360;EV ECO Switch
1362;Position Status of All doors
1331;Transmission Selected Gear
1332;Transmission Current Gear
1333;Steering wheel turn counter
1361;Ramp/WheelChairLift Status
1335;Exhaust Fluid Tank level (AdBlue)
1336;Bellow pressure FR axle
1337;Bellow pressure FL axle
1338;Bellow pressure RR axle
1339;Bellow pressure RL axle
1364;Vehicle Overspeed
1220;Gross Combination Vehicle Weight
1341;Gaseous Fuel Rate
1366;Alternator Status 1
1367;Alternator Status 2
1368;Alternator Status 3
1369;Alternator Status 4
102;Engine Total Hours
103;Engine Total Hours (counted)
118;Axle 1 Load
119;Axle 2 Load
120;Axle 3 Load
121;Axle 4 Load
122;Axle 5 Load
1342;Axle 6 Load
1270;Engine Oil Temperature
1343;Engine Fuel Temperature
1344;Cruise Control Set Speed
1345;Instant Fuel Economy
1352;Engine Air Intake Pressure
1373;Door 1 Lock Status
1374;Door 2 Lock Status
1375;Door 3 Lock Status
1376;Door 4 Lock Status
936;AC On
956;ESP Enabled
114;Engine Torque
1396;Ambient Air Temperature
1397;ASR Enabled
1416;Windscreen Wiper
946;PTO state
1116;Max Road Speed
1117;Exceeded Road Speed
1205;AF Speed Limit Sign Recognized
1207;AF Exceeding Speed Indicated By Speed Limit Sign
